State,City,Date,Temperature (°C),Rainfall (mm),Humidity (%),Condition
Mizoram,Aizawl,2024-11-22,23.9,11.3,55.3,Humid
Sikkim,Gangtok,2024-11-21,21.8,9.2,53.2,Clear
Jammu and Kashmir,Srinagar,2024-11-21,24.9,17.6,71.7,Clear
Goa,Panaji,2024-11-19,21.2,13.5,67.5,Humid
Haryana,Gurugram,2024-11-19,28.4,5.8,74.9,Humid
Telangana,Warangal,2024-11-18,30.2,22.7,61.7,Cloudy
Meghalaya,Shillong,2024-11-17,31.8,24.3,63.3,Cloudy
Uttar Pradesh,Varanasi,2024-11-16,21.9,9.5,68.6,Clear
Andhra Pradesh,Tirupati,2024-11-15,30.9,18.5,47.5,Cloudy
Jharkhand,Dhanbad,2024-11-15,31.1,8.5,47.5,Clear
Uttarakhand,Haridwar,2024-11-15,23.8,21.4,55.4,Clear
Andhra Pradesh,Guntur,2024-11-14,25.4,23.0,57.0,Clear
Jharkhand,Ranchi,2024-11-13,23.2,0.6,69.7,Humid
Odisha,Cuttack,2024-11-13,19.8,7.2,51.2,Clear
Delhi (NCT),Dwarka,2024-11-13,30.9,18.3,62.3,Sunny
Arunachal Pradesh,Itanagar,2024-11-12,28.2,20.9,75.0,Humid
Uttar Pradesh,Kanpur,2024-11-12,32.1,14.6,48.6,Clear
West Bengal,Darjeeling,2024-11-12,32.3,4.8,63.9,Humid
Ladakh,Kargil,2024-11-12,21.2,18.6,67.6,Sunny
Himachal Pradesh,Shimla,2024-11-11,26.2,13.8,72.9,Sunny
Rajasthan,Udaipur,2024-11-11,22.9,15.4,54.4,Humid
West Bengal,Siliguri,2024-11-11,30.0,12.5,46.5,Sunny
Ladakh,Leh,2024-11-11,19.2,11.5,65.5,Humid
Andhra Pradesh,Visakhapatnam,2024-11-10,20.2,18.0,67.1,Sunny
Tamil Nadu,Madurai,2024-11-10,20.8,13.3,52.3,Clear
Kerala,Kochi,2024-11-09,26.3,8.6,57.6,Sunny
Uttar Pradesh,Noida,2024-11-09,18.4,0.9,65.0,Sunny
Bihar,Bhagalpur,2024-11-08,27.8,15.2,59.2,Clear
Assam,Dibrugarh,2024-11-07,29.4,16.8,60.8,Clear
Arunachal Pradesh,Naharlagun,2024-11-06,19.2,17.0,66.1,Humid
Assam,Guwahati,2024-11-06,19.9,7.3,51.3,Humid
Assam,Silchar,2024-11-06,23.4,20.8,69.8,Humid
Karnataka,Mangaluru,2024-11-06,26.9,9.4,73.5,Clear
Nagaland,Dimapur,2024-11-06,23.3,0.7,69.8,Cloudy
Andhra Pradesh,Vijayawada,2024-11-05,32.3,9.9,64.0,Sunny
Bihar,Patna,2024-11-04,30.9,23.2,47.1,Cloudy
Gujarat,Surat,2024-11-04,26.6,24.0,73.0,Humid
Punjab,Jalandhar,2024-11-04,22.8,0.2,69.3,Humid
Telangana,Nizamabad,2024-11-04,22.7,5.2,69.3,Cloudy
Himachal Pradesh,Manali,2024-11-03,24.2,11.8,70.9,Sunny
Maharashtra,Nagpur,2024-11-03,32.0,24.5,63.5,Clear
Rajasthan,Jaipur,2024-11-02,26.0,3.4,72.5,Humid
Telangana,Hyderabad,2024-11-02,22.2,4.7,68.8,Humid
Karnataka,Hubballi,2024-11-01,27.8,20.3,59.3,Cloudy
Maharashtra,Pune,2024-10-31,25.5,2.9,72.0,Clear
Rajasthan,Jodhpur,2024-10-31,22.0,14.5,53.5,Clear
Tripura,Agartala,2024-10-31,25.5,2.9,72.0,Clear
Gujarat,Vadodara,2024-10-30,23.4,0.8,69.9,Sunny
Manipur,Imphal,2024-10-30,20.0,7.4,51.4,Cloudy
West Bengal,Kolkata,2024-10-30,31.0,23.5,62.5,Cloudy
Kerala,Thiruvananthapuram,2024-10-29,32.1,24.8,48.8,Clear
Uttarakhand,Dehradun,2024-10-29,21.4,19.0,53.0,Clear
West Bengal,Howrah,2024-10-29,21.5,14.0,53.0,Sunny
Jammu and Kashmir,Jammu,2024-10-29,21.1,8.7,67.8,Clear
Goa,Margao,2024-10-28,19.4,11.7,65.7,Sunny
Madhya Pradesh,Jabalpur,2024-10-28,26.4,14.0,73.1,Humid
Punjab,Amritsar,2024-10-28,30.6,18.0,62.0,Clear
Karnataka,Mysuru,2024-10-27,28.2,5.6,74.7,Sunny
Uttar Pradesh,Agra,2024-10-27,21.0,13.5,52.5,Cloudy
Himachal Pradesh,Dharamshala,2024-10-26,29.7,12.4,61.5,Sunny
Chhattisgarh,Raipur,2024-10-25,27.6,10.1,74.2,Sunny
Tamil Nadu,Tiruchirappalli,2024-10-25,31.1,23.8,47.8,Cloudy
Bihar,Gaya,2024-10-24,18.4,10.7,64.7,Humid
Chhattisgarh,Bilaspur,2024-10-24,18.0,5.6,64.7,Humid
Maharashtra,Nashik,2024-10-24,29.5,22.0,61.0,Sunny
Odisha,Bhubaneswar,2024-10-24,29.5,22.0,61.0,Sunny
Odisha,Rourkela,2024-10-24,29.6,17.0,61.0,Cloudy
Chhattisgarh,Durg,2024-10-23,20.0,12.5,51.5,Clear
Kerala,Kozhikode,2024-10-23,23.5,0.9,70.0,Clear
Maharashtra,Aurangabad,2024-10-23,23.3,10.9,70.0,Cloudy
Delhi (NCT),New Delhi,2024-10-23,20.0,12.5,51.5,Clear
Maharashtra,Mumbai,2024-10-22,29.0,21.5,60.5,Cloudy
Rajasthan,Kota,2024-10-22,18.0,5.4,49.4,Cloudy
Punjab,Ludhiana,2024-10-21,27.0,14.4,58.4,Clear
Karnataka,Bengaluru,2024-10-20,24.5,7.0,71.1,Clear
Uttarakhand,Nainital,2024-10-20,21.0,18.6,52.6,Clear
Gujarat,Rajkot,2024-10-19,19.1,6.5,50.5,Humid
Nagaland,Kohima,2024-10-18,24.4,11.8,55.8,Cloudy
Tamil Nadu,Coimbatore,2024-10-18,20.5,18.1,52.1,Sunny
Uttar Pradesh,Lucknow,2024-10-17,25.8,23.4,57.4,Clear
Delhi (NCT),Rohini,2024-10-17,29.7,17.1,61.1,Sunny
Haryana,Panipat,2024-10-16,27.6,15.0,59.0,Cloudy
Madhya Pradesh,Gwalior,2024-10-16,31.1,3.6,62.7,Humid
Mizoram,Aizawl,2024-10-16,20.2,7.6,51.6,Clear
Sikkim,Gangtok,2024-10-15,18.1,5.5,49.5,Sunny
Jammu and Kashmir,Srinagar,2024-10-15,21.2,13.9,68.0,Sunny
Goa,Panaji,2024-10-13,32.6,9.8,63.8,Clear
Haryana,Gurugram,2024-10-13,24.7,2.1,71.2,Clear
Telangana,Warangal,2024-10-12,26.5,19.0,58.0,Humid
Meghalaya,Shillong,2024-10-11,28.1,20.6,59.6,Humid
Uttar Pradesh,Varanasi,2024-10-10,18.2,5.8,64.9,Sunny
Andhra Pradesh,Tirupati,2024-10-09,27.2,14.8,73.9,Humid
Jharkhand,Dhanbad,2024-10-09,27.4,4.8,73.9,Sunny
Uttarakhand,Haridwar,2024-10-09,20.1,17.7,51.7,Sunny
Andhra Pradesh,Guntur,2024-10-08,21.7,19.3,53.3,Sunny
Jharkhand,Ranchi,2024-10-07,19.5,22.0,66.0,Clear
Odisha,Cuttack,2024-10-07,31.2,3.5,47.5,Sunny
Delhi (NCT),Dwarka,2024-10-07,27.2,14.6,58.6,Cloudy
Arunachal Pradesh,Itanagar,2024-10-06,24.5,17.2,71.3,Clear
Uttar Pradesh,Kanpur,2024-10-06,28.4,10.9,75.0,Sunny
West Bengal,Darjeeling,2024-10-06,28.6,1.1,60.2,Clear
Ladakh,Kargil,2024-10-06,32.6,14.9,63.9,Cloudy
Himachal Pradesh,Shimla,2024-10-05,22.5,10.1,69.2,Cloudy
Rajasthan,Udaipur,2024-10-05,19.2,11.7,50.7,Clear
West Bengal,Siliguri,2024-10-05,26.3,8.8,72.9,Cloudy
Ladakh,Leh,2024-10-05,30.6,7.8,61.8,Clear
Andhra Pradesh,Visakhapatnam,2024-10-04,31.6,14.3,63.4,Cloudy
Tamil Nadu,Madurai,2024-10-04,32.2,9.6,48.6,Sunny
Kerala,Kochi,2024-10-03,22.6,4.9,53.9,Cloudy
Uttar Pradesh,Noida,2024-10-03,29.8,22.3,61.3,Cloudy
Bihar,Bhagalpur,2024-10-02,24.1,11.5,55.5,Sunny
Assam,Dibrugarh,2024-10-01,25.7,13.1,57.1,Sunny
Arunachal Pradesh,Naharlagun,2024-09-30,25.5,68.9,82.4,Stormy
Assam,Guwahati,2024-09-30,23.5,98.8,67.6,Stormy
Assam,Silchar,2024-09-30,23.0,87.2,86.1,Stormy
Karnataka,Mangaluru,2024-09-30,31.4,151.1,89.8,Cloudy
Nagaland,Dimapur,2024-09-30,30.9,117.3,86.1,Heavy Rain
Andhra Pradesh,Vijayawada,2024-09-29,26.6,36.7,80.3,Rainy
Bihar,Patna,2024-09-28,33.6,64.5,93.5,Heavy Rain
Gujarat,Surat,2024-09-28,26.2,90.4,89.3,Stormy
Punjab,Jalandhar,2024-09-28,30.4,116.8,85.6,Stormy
Telangana,Nizamabad,2024-09-28,27.2,146.9,85.6,Heavy Rain
Himachal Pradesh,Manali,2024-09-27,25.6,178.6,87.2,Rainy
Maharashtra,Nagpur,2024-09-27,32.5,141.1,79.8,Cloudy
Rajasthan,Jaipur,2024-09-26,33.6,120.0,88.8,Stormy
Telangana,Hyderabad,2024-09-26,26.7,146.4,85.1,Stormy
Karnataka,Hubballi,2024-09-25,28.3,136.9,75.6,Heavy Rain
Maharashtra,Pune,2024-09-24,33.1,119.5,88.3,Cloudy
Rajasthan,Jodhpur,2024-09-24,33.6,131.1,69.8,Cloudy
Tripura,Agartala,2024-09-24,33.1,119.5,88.3,Cloudy
Gujarat,Vadodara,2024-09-23,31.0,117.4,86.2,Rainy
Manipur,Imphal,2024-09-23,23.6,98.9,67.7,Heavy Rain
West Bengal,Kolkata,2024-09-23,31.5,140.1,78.8,Heavy Rain
Kerala,Thiruvananthapuram,2024-09-22,30.4,51.6,65.1,Cloudy
Uttarakhand,Dehradun,2024-09-22,29.9,160.7,69.3,Cloudy
West Bengal,Howrah,2024-09-22,33.1,130.6,69.3,Rainy
Jammu and Kashmir,Jammu,2024-09-22,33.6,175.5,84.1,Cloudy
Goa,Margao,2024-09-21,33.2,53.0,82.0,Rainy
Madhya Pradesh,Jabalpur,2024-09-21,27.8,15.7,89.4,Stormy
Punjab,Amritsar,2024-09-21,23.1,109.5,78.3,Cloudy
Karnataka,Mysuru,2024-09-20,24.7,122.2,91.0,Rainy
Uttar Pradesh,Agra,2024-09-20,32.6,130.1,68.8,Heavy Rain
Himachal Pradesh,Dharamshala,2024-09-19,32.0,64.3,77.8,Rainy
Chhattisgarh,Raipur,2024-09-18,32.1,151.8,90.5,Rainy
Tamil Nadu,Tiruchirappalli,2024-09-18,29.4,50.6,94.2,Heavy Rain
Bihar,Gaya,2024-09-17,32.2,52.0,81.0,Stormy
Chhattisgarh,Bilaspur,2024-09-17,30.5,172.4,81.0,Stormy
Maharashtra,Nashik,2024-09-17,30.0,138.6,77.3,Rainy
Odisha,Bhubaneswar,2024-09-17,30.0,138.6,77.3,Rainy
Odisha,Rourkela,2024-09-17,33.2,108.5,77.3,Heavy Rain
Chhattisgarh,Durg,2024-09-16,31.6,129.1,67.8,Cloudy
Kerala,Kozhikode,2024-09-16,31.1,117.5,86.3,Cloudy
Maharashtra,Aurangabad,2024-09-16,24.7,177.7,86.3,Heavy Rain
Delhi (NCT),New Delhi,2024-09-16,31.6,129.1,67.8,Cloudy
Maharashtra,Mumbai,2024-09-15,29.5,138.1,76.8,Heavy Rain
Rajasthan,Kota,2024-09-15,32.7,96.9,65.7,Heavy Rain
Punjab,Ludhiana,2024-09-14,30.6,105.9,74.7,Cloudy
Karnataka,Bengaluru,2024-09-13,29.0,148.7,87.4,Cloudy
Uttarakhand,Nainital,2024-09-13,29.5,160.3,68.9,Cloudy
Gujarat,Rajkot,2024-09-12,33.8,98.0,66.8,Stormy
Nagaland,Kohima,2024-09-11,28.0,103.3,72.1,Heavy Rain
Tamil Nadu,Coimbatore,2024-09-11,29.0,159.8,68.4,Rainy
Uttar Pradesh,Lucknow,2024-09-10,23.2,165.1,73.7,Cloudy
Delhi (NCT),Rohini,2024-09-10,33.3,108.6,77.4,Rainy
Haryana,Panipat,2024-09-09,31.2,106.5,75.3,Heavy Rain
Madhya Pradesh,Gwalior,2024-09-09,28.5,170.4,79.0,Stormy
Mizoram,Aizawl,2024-09-09,23.8,99.1,67.9,Cloudy
Sikkim,Gangtok,2024-09-08,32.8,97.0,65.8,Rainy
Jammu and Kashmir,Srinagar,2024-09-08,30.6,40.7,84.3,Rainy
Jharkhand,Jamshedpur,2024-09-07,28.0,158.8,67.4,Stormy
Goa,Panaji,2024-09-06,31.3,51.1,80.1,Cloudy
Haryana,Gurugram,2024-09-06,32.3,118.7,87.5,Cloudy
Telangana,Warangal,2024-09-05,27.0,135.6,74.3,Stormy
Meghalaya,Shillong,2024-09-04,28.6,137.2,75.9,Stormy
Uttar Pradesh,Varanasi,2024-09-03,30.7,172.6,81.2,Rainy
Andhra Pradesh,Tirupati,2024-09-02,28.6,16.5,90.2,Stormy
Uttarakhand,Haridwar,2024-09-02,28.6,159.4,68.0,Rainy
Andhra Pradesh,Guntur,2024-09-01,30.2,161.0,69.6,Rainy
Jharkhand,Ranchi,2024-08-31,27.1,113.5,82.3,Cloudy
Odisha,Cuttack,2024-08-31,30.8,95.0,93.9,Rainy
Delhi (NCT),Dwarka,2024-08-31,30.8,106.1,74.9,Heavy Rain
Arunachal Pradesh,Itanagar,2024-08-30,33.9,44.0,87.6,Cloudy
Uttar Pradesh,Kanpur,2024-08-30,32.9,152.6,91.3,Rainy
West Bengal,Darjeeling,2024-08-30,26.0,167.9,76.5,Cloudy
Ladakh,Kargil,2024-08-30,28.2,81.3,80.2,Heavy Rain
Himachal Pradesh,Shimla,2024-08-29,23.9,176.9,85.5,Heavy Rain
Rajasthan,Udaipur,2024-08-29,30.8,128.3,67.0,Cloudy
West Bengal,Siliguri,2024-08-29,30.8,150.5,89.2,Heavy Rain
Ladakh,Leh,2024-08-29,29.3,49.1,78.1,Cloudy
Andhra Pradesh,Visakhapatnam,2024-08-28,33.9,66.2,79.7,Heavy Rain
Tamil Nadu,Madurai,2024-08-28,28.7,126.2,95.0,Rainy
Kerala,Kochi,2024-08-27,29.3,71.3,70.2,Heavy Rain
Uttar Pradesh,Noida,2024-08-27,30.3,138.9,77.6,Heavy Rain
Bihar,Bhagalpur,2024-08-26,27.7,103.0,71.8,Rainy
Assam,Dibrugarh,2024-08-25,29.3,104.6,73.4,Rainy
Arunachal Pradesh,Naharlagun,2024-08-24,32.9,65.2,78.7,Cloudy
Assam,Guwahati,2024-08-24,30.9,95.1,94.0,Cloudy
Assam,Silchar,2024-08-24,30.4,83.5,82.4,Cloudy
Karnataka,Mangaluru,2024-08-24,27.7,147.4,86.1,Rainy
Nagaland,Dimapur,2024-08-24,27.2,113.6,82.4,Stormy
Andhra Pradesh,Vijayawada,2024-08-23,34.0,33.0,76.6,Heavy Rain
Bihar,Patna,2024-08-22,29.9,60.8,89.8,Stormy
Gujarat,Surat,2024-08-22,33.6,86.7,85.6,Cloudy
Punjab,Jalandhar,2024-08-22,26.7,113.1,81.9,Cloudy
Telangana,Nizamabad,2024-08-22,23.5,143.2,81.9,Stormy
Himachal Pradesh,Manali,2024-08-21,33.0,174.9,83.5,Heavy Rain
Maharashtra,Nagpur,2024-08-21,28.8,137.4,76.1,Rainy
Rajasthan,Jaipur,2024-08-20,29.9,116.3,85.1,Cloudy
Telangana,Hyderabad,2024-08-20,23.0,142.7,81.4,Cloudy
Karnataka,Hubballi,2024-08-19,24.6,133.2,71.9,Stormy
Maharashtra,Pune,2024-08-18,29.4,115.8,84.6,Rainy
Rajasthan,Jodhpur,2024-08-18,29.9,127.4,66.1,Rainy
Tripura,Agartala,2024-08-18,29.4,115.8,84.6,Rainy
Gujarat,Vadodara,2024-08-17,27.3,113.7,82.5,Heavy Rain
Manipur,Imphal,2024-08-17,31.0,95.2,94.1,Stormy
West Bengal,Kolkata,2024-08-17,27.8,136.4,75.1,Stormy
Kerala,Thiruvananthapuram,2024-08-16,26.7,47.9,91.5,Rainy
Uttarakhand,Dehradun,2024-08-16,26.2,157.0,65.6,Rainy
West Bengal,Howrah,2024-08-16,29.4,126.9,65.6,Heavy Rain
Jammu and Kashmir,Jammu,2024-08-16,29.9,171.8,80.4,Rainy
Goa,Margao,2024-08-15,29.5,49.3,78.3,Heavy Rain
Madhya Pradesh,Jabalpur,2024-08-15,24.1,177.1,85.7,Cloudy
Punjab,Amritsar,2024-08-15,30.5,105.8,74.6,Rainy
Karnataka,Mysuru,2024-08-14,32.1,118.5,87.3,Heavy Rain
Uttar Pradesh,Agra,2024-08-14,28.9,126.4,65.1,Stormy
Himachal Pradesh,Dharamshala,2024-08-13,28.3,60.6,74.1,Heavy Rain
Chhattisgarh,Raipur,2024-08-12,28.4,148.1,86.8,Heavy Rain
Madhya Pradesh,Indore,2024-08-12,25.2,156.0,94.7,Stormy
Tamil Nadu,Tiruchirappalli,2024-08-12,25.7,46.9,90.5,Stormy
Bihar,Gaya,2024-08-11,28.5,48.3,77.3,Cloudy
Chhattisgarh,Bilaspur,2024-08-11,26.8,168.7,77.3,Cloudy
Maharashtra,Nashik,2024-08-11,26.3,134.9,73.6,Heavy Rain
Odisha,Bhubaneswar,2024-08-11,26.3,134.9,73.6,Heavy Rain
Odisha,Rourkela,2024-08-11,29.5,104.8,73.6,Stormy
Chhattisgarh,Durg,2024-08-10,27.9,125.4,94.2,Rainy
Kerala,Kozhikode,2024-08-10,27.4,113.8,82.6,Rainy
Maharashtra,Aurangabad,2024-08-10,32.1,174.0,82.6,Stormy
Delhi (NCT),New Delhi,2024-08-10,27.9,125.4,94.2,Rainy
Maharashtra,Mumbai,2024-08-09,25.8,134.4,73.1,Stormy
Rajasthan,Kota,2024-08-09,29.0,93.2,92.1,Stormy
Punjab,Ludhiana,2024-08-08,26.9,102.2,71.0,Rainy
Karnataka,Bengaluru,2024-08-07,25.3,145.0,83.7,Rainy
Tamil Nadu,Chennai,2024-08-07,25.3,122.8,91.6,Stormy
Uttarakhand,Nainital,2024-08-07,25.8,156.6,65.2,Rainy
Gujarat,Rajkot,2024-08-06,30.1,94.3,93.2,Cloudy
Nagaland,Kohima,2024-08-05,24.3,99.6,68.4,Stormy
Tamil Nadu,Coimbatore,2024-08-05,25.3,156.1,94.8,Heavy Rain
Uttar Pradesh,Lucknow,2024-08-04,30.6,161.4,70.0,Rainy
Delhi (NCT),Rohini,2024-08-04,29.6,104.9,73.7,Heavy Rain
Haryana,Panipat,2024-08-03,27.5,102.8,71.6,Stormy
Madhya Pradesh,Gwalior,2024-08-03,24.8,166.7,75.3,Cloudy
Mizoram,Aizawl,2024-08-03,31.2,95.4,94.3,Rainy
Sikkim,Gangtok,2024-08-02,29.1,93.3,92.2,Heavy Rain
Jammu and Kashmir,Srinagar,2024-08-02,26.9,37.0,80.6,Heavy Rain
Jharkhand,Jamshedpur,2024-08-01,24.3,155.1,93.8,Cloudy
Goa,Panaji,2024-07-31,27.6,47.4,76.4,Rainy
Haryana,Gurugram,2024-07-31,28.6,115.0,83.8,Rainy
Telangana,Warangal,2024-07-30,23.3,131.9,70.6,Cloudy
Meghalaya,Shillong,2024-07-29,24.9,133.5,72.2,Cloudy
Uttar Pradesh,Varanasi,2024-07-28,27.0,168.9,77.5,Heavy Rain
Andhra Pradesh,Tirupati,2024-07-27,24.9,177.9,86.5,Cloudy
Uttarakhand,Haridwar,2024-07-27,24.9,155.7,94.4,Heavy Rain
Andhra Pradesh,Guntur,2024-07-26,26.5,157.3,65.9,Heavy Rain
Jharkhand,Ranchi,2024-07-25,23.4,109.8,78.6,Rainy
Odisha,Cuttack,2024-07-25,27.1,91.3,90.2,Heavy Rain
Delhi (NCT),Dwarka,2024-07-25,27.1,102.4,71.2,Stormy
Arunachal Pradesh,Itanagar,2024-07-24,30.2,40.3,83.9,Rainy
Uttar Pradesh,Kanpur,2024-07-24,29.2,148.9,87.6,Heavy Rain
West Bengal,Darjeeling,2024-07-24,33.4,164.2,72.8,Rainy
Ladakh,Kargil,2024-07-24,24.5,77.6,76.5,Stormy
Himachal Pradesh,Shimla,2024-07-23,31.3,173.2,81.8,Stormy
Rajasthan,Udaipur,2024-07-23,27.1,124.6,93.4,Rainy
West Bengal,Siliguri,2024-07-23,27.1,146.8,85.5,Stormy
Ladakh,Leh,2024-07-23,25.6,45.4,74.4,Rainy
Andhra Pradesh,Visakhapatnam,2024-07-22,30.2,62.5,76.0,Stormy
Tamil Nadu,Madurai,2024-07-22,25.0,122.5,91.3,Heavy Rain
Kerala,Kochi,2024-07-21,25.6,67.6,66.5,Stormy
Uttar Pradesh,Noida,2024-07-21,26.6,135.2,73.9,Stormy
Bihar,Bhagalpur,2024-07-20,24.0,99.3,68.1,Heavy Rain
Assam,Dibrugarh,2024-07-19,25.6,100.9,69.7,Heavy Rain
Arunachal Pradesh,Naharlagun,2024-07-18,29.2,61.5,75.0,Rainy
Assam,Guwahati,2024-07-18,27.2,91.4,90.3,Rainy
Assam,Silchar,2024-07-18,26.7,79.8,78.7,Rainy
Karnataka,Mangaluru,2024-07-18,24.0,143.7,82.4,Heavy Rain
Nagaland,Dimapur,2024-07-18,23.5,109.9,78.7,Cloudy
Andhra Pradesh,Vijayawada,2024-07-17,30.3,29.3,72.9,Stormy
Bihar,Patna,2024-07-16,26.2,57.1,86.1,Cloudy
Gujarat,Surat,2024-07-16,29.9,83.0,81.9,Rainy
Punjab,Jalandhar,2024-07-16,23.0,109.4,78.2,Rainy
Telangana,Nizamabad,2024-07-16,30.9,139.5,78.2,Cloudy
Himachal Pradesh,Manali,2024-07-15,29.3,171.2,79.8,Stormy
Maharashtra,Nagpur,2024-07-15,25.1,133.7,72.4,Heavy Rain
Rajasthan,Jaipur,2024-07-14,26.2,112.6,81.4,Rainy
Telangana,Hyderabad,2024-07-14,30.4,139.0,77.7,Rainy
Karnataka,Hubballi,2024-07-13,32.0,129.5,68.2,Cloudy
Maharashtra,Pune,2024-07-12,25.7,112.1,80.9,Heavy Rain
Rajasthan,Jodhpur,2024-07-12,26.2,123.7,92.5,Heavy Rain
Tripura,Agartala,2024-07-12,25.7,112.1,80.9,Heavy Rain
Gujarat,Vadodara,2024-07-11,23.6,110.0,78.8,Stormy
Manipur,Imphal,2024-07-11,27.3,91.5,90.4,Cloudy
West Bengal,Kolkata,2024-07-11,24.1,132.7,71.4,Cloudy
Kerala,Thiruvananthapuram,2024-07-10,23.0,44.2,87.8,Heavy Rain
Uttarakhand,Dehradun,2024-07-10,33.6,153.3,92.0,Heavy Rain
West Bengal,Howrah,2024-07-10,25.7,123.2,92.0,Stormy
Jammu and Kashmir,Jammu,2024-07-10,26.2,168.1,76.7,Heavy Rain
Goa,Margao,2024-07-09,25.8,45.6,74.6,Stormy
Madhya Pradesh,Jabalpur,2024-07-09,31.5,173.4,82.0,Rainy
Punjab,Amritsar,2024-07-09,26.8,102.1,70.9,Heavy Rain
Karnataka,Mysuru,2024-07-08,28.4,114.8,83.6,Stormy
Uttar Pradesh,Agra,2024-07-08,25.2,122.7,91.5,Cloudy
Himachal Pradesh,Dharamshala,2024-07-07,24.6,56.9,70.4,Stormy
Chhattisgarh,Raipur,2024-07-06,24.7,144.4,83.1,Stormy
Madhya Pradesh,Indore,2024-07-06,32.6,152.3,91.0,Cloudy
Tamil Nadu,Tiruchirappalli,2024-07-06,33.1,43.2,86.8,Cloudy
Bihar,Gaya,2024-07-05,24.8,44.6,73.6,Rainy
Chhattisgarh,Bilaspur,2024-07-05,23.1,165.0,73.6,Rainy
Maharashtra,Nashik,2024-07-05,33.7,131.2,69.9,Stormy
Odisha,Bhubaneswar,2024-07-05,33.7,131.2,69.9,Stormy
Odisha,Rourkela,2024-07-05,25.8,101.1,69.9,Cloudy
Chhattisgarh,Durg,2024-07-04,24.2,121.7,90.5,Heavy Rain
Kerala,Kozhikode,2024-07-04,23.7,110.1,78.9,Heavy Rain
Maharashtra,Aurangabad,2024-07-04,28.4,170.3,78.9,Cloudy
Delhi (NCT),New Delhi,2024-07-04,24.2,121.7,90.5,Heavy Rain
Maharashtra,Mumbai,2024-07-03,33.2,130.7,69.4,Cloudy
Rajasthan,Kota,2024-07-03,25.3,89.5,88.4,Cloudy
Punjab,Ludhiana,2024-07-02,23.2,98.5,67.3,Heavy Rain
Karnataka,Bengaluru,2024-07-01,32.7,141.3,80.0,Heavy Rain
Tamil Nadu,Chennai,2024-07-01,32.7,119.1,87.9,Cloudy
Uttarakhand,Nainital,2024-07-01,33.2,152.9,91.6,Heavy Rain
Gujarat,Rajkot,2024-06-30,26.4,90.6,89.5,Rainy
Nagaland,Kohima,2024-06-29,31.7,95.9,94.8,Cloudy
Tamil Nadu,Coimbatore,2024-06-29,32.7,152.4,91.1,Stormy
Uttar Pradesh,Lucknow,2024-06-28,26.9,157.7,66.3,Heavy Rain
Delhi (NCT),Rohini,2024-06-28,25.9,101.2,70.0,Stormy
Haryana,Panipat,2024-06-27,23.8,99.1,67.9,Cloudy
Madhya Pradesh,Gwalior,2024-06-27,32.2,163.0,71.6,Rainy
Mizoram,Aizawl,2024-06-27,27.5,91.7,90.6,Heavy Rain
Sikkim,Gangtok,2024-06-26,25.4,89.6,88.5,Stormy
Jammu and Kashmir,Srinagar,2024-06-26,23.2,33.3,76.9,Stormy
Jharkhand,Jamshedpur,2024-06-25,31.7,151.4,90.1,Rainy
Goa,Panaji,2024-06-24,23.9,43.7,72.7,Heavy Rain
Haryana,Gurugram,2024-06-24,24.9,111.3,80.1,Heavy Rain
Telangana,Warangal,2024-06-23,30.7,128.2,66.9,Rainy
Meghalaya,Shillong,2024-06-22,32.3,129.8,68.5,Rainy
Uttar Pradesh,Varanasi,2024-06-21,23.3,165.2,73.8,Stormy
Andhra Pradesh,Tirupati,2024-06-20,32.3,174.2,82.8,Rainy
Uttarakhand,Haridwar,2024-06-20,32.3,152.0,90.7,Stormy
Andhra Pradesh,Guntur,2024-06-19,33.9,153.6,92.3,Stormy
Jharkhand,Ranchi,2024-06-18,30.8,106.1,74.9,Heavy Rain
Odisha,Cuttack,2024-06-18,23.4,87.6,86.5,Stormy
Delhi (NCT),Dwarka,2024-06-18,23.4,98.7,67.5,Cloudy
Arunachal Pradesh,Itanagar,2024-06-17,26.5,36.6,80.2,Heavy Rain
Uttar Pradesh,Kanpur,2024-06-17,25.5,145.2,83.9,Stormy
West Bengal,Darjeeling,2024-06-17,29.7,160.5,69.1,Heavy Rain
Ladakh,Kargil,2024-06-17,31.9,73.9,72.8,Cloudy
Himachal Pradesh,Shimla,2024-06-16,27.6,169.5,78.1,Cloudy
Rajasthan,Udaipur,2024-06-16,23.4,120.9,89.7,Heavy Rain
West Bengal,Siliguri,2024-06-16,23.4,143.1,81.8,Cloudy
Ladakh,Leh,2024-06-16,33.0,41.7,70.7,Heavy Rain
Andhra Pradesh,Visakhapatnam,2024-06-15,26.5,58.8,72.3,Cloudy
Tamil Nadu,Madurai,2024-06-15,32.4,118.8,87.6,Stormy
Kerala,Kochi,2024-06-14,33.0,63.9,92.9,Cloudy
Uttar Pradesh,Noida,2024-06-14,34.0,131.5,70.2,Cloudy
Bihar,Bhagalpur,2024-06-13,31.4,95.6,94.5,Stormy
Assam,Dibrugarh,2024-06-12,33.0,97.2,66.0,Stormy
Arunachal Pradesh,Naharlagun,2024-06-11,25.5,57.8,71.3,Heavy Rain
Assam,Guwahati,2024-06-11,23.5,87.7,86.6,Heavy Rain
Assam,Silchar,2024-06-11,23.0,76.1,75.0,Heavy Rain
Karnataka,Mangaluru,2024-06-11,31.4,140.0,78.7,Stormy
Nagaland,Dimapur,2024-06-11,30.9,106.2,75.0,Rainy
